Date,Close
3/2/2015,15264.05
3/3/2015,15133.85
3/4/2015,15082.84
3/5/2015,15103.11
3/6/2015,14952.5
3/9/2015,14854.49
3/10/2015,14641.76
3/11/2015,14739.2
3/12/2015,14770.72
3/13/2015,14731.5
3/16/2015,14862.76
3/17/2015,14898.53
3/18/2015,14962.24
3/19/2015,14873.93
3/20/2015,14942.41
3/23/2015,14957.21
3/24/2015,15081.26
3/25/2015,14929.37
3/26/2015,14869.8
3/27/2015,14812.42
3/30/2015,14908.39
3/31/2015,14902.44
4/1/2015,14942.55
4/2/2015,15026.62
4/6/2015,15100.65
4/7/2015,15188.84
4/8/2015,15213.6
4/9/2015,15326.31
4/10/2015,15388.43
4/13/2015,15383.59
4/14/2015,15389.28
4/15/2015,15450.87
4/16/2015,15386.77
4/17/2015,15360.55
4/20/2015,15412.6
4/21/2015,15346.44
4/22/2015,15304.77
4/23/2015,15392.35
4/24/2015,15408.33
4/27/2015,15344.08
4/28/2015,15346.07
4/29/2015,15347.34
4/30/2015,15224.52
5/1/2015,15339.77
5/4/2015,15367.47
5/5/2015,15173.94
5/6/2015,15023.89
5/7/2015,15088.82
5/8/2015,15170.02
5/11/2015,15152.64
5/12/2015,15043.15
5/13/2015,14980.72
5/14/2015,15028.12
5/15/2015,15108.12
5/19/2015,15121.02
5/20/2015,15072.83
5/21/2015,15203.61
5/22/2015,15200.76
5/25/2015,15187.4
5/26/2015,15050.81
5/27/2015,15110.47
5/28/2015,15107
5/29/2015,15014.09
6/1/2015,15074.13
6/2/2015,15104.74
6/3/2015,15154.68
6/4/2015,15019.39
6/5/2015,14957.16
6/8/2015,14743.33
6/9/2015,14817.71
6/10/2015,14889.04
6/11/2015,14830.88
6/12/2015,14741.15
6/15/2015,14756.05
6/16/2015,14753.05
6/17/2015,14732.98
6/18/2015,14770.64
6/19/2015,14653.12
6/22/2015,14790.48
6/23/2015,14904.91
6/24/2015,14947.51
6/25/2015,14897.5
6/26/2015,14808.09
6/29/2015,14490.15
6/30/2015,14553.33
7/2/2015,14637.99
7/3/2015,14682.39
7/6/2015,14593.57
7/7/2015,14624.5
7/8/2015,14412.07
7/9/2015,14278.49
7/10/2015,14411.07
7/13/2015,14533.22
7/14/2015,14599.4
7/15/2015,14662.28
7/16/2015,14731.08
7/17/2015,14642.84
7/20/2015,14425.55
7/21/2015,14376.24
7/22/2015,14307.12
7/23/2015,14265.37
7/24/2015,14186.24
7/27/2015,14001.37
7/28/2015,14077.36
7/29/2015,14301.8
7/30/2015,14382.78
7/31/2015,14468.44
8/4/2015,14491.05
8/5/2015,14502.99
8/6/2015,14405.91
8/7/2015,14302.7
8/10/2015,14466.39
8/11/2015,14414.67
8/12/2015,14339.53
8/13/2015,14238.4
8/14/2015,14277.88
8/17/2015,14251.53
8/18/2015,14193.87
8/19/2015,14036.63
8/20/2015,13737
8/21/2015,13473.67
8/24/2015,13052.74
8/25/2015,13150.93
8/26/2015,13381.59
8/27/2015,13766.67
8/28/2015,13865.07
8/31/2015,13859.12
9/1/2015,13481.9
9/2/2015,13545.25
9/3/2015,13596.41
9/4/2015,13478.31
9/8/2015,13630.67
9/9/2015,13531.85
9/10/2015,13569.89
9/11/2015,13461.47
9/14/2015,13353.34
9/15/2015,13462.71
9/16/2015,13763.78
9/17/2015,13787.16
9/18/2015,13646.9
9/21/2015,13779.44
9/22/2015,13491.09
9/23/2015,13383.69
9/24/2015,13338.67
9/25/2015,13378.57
9/28/2015,13004.58
9/29/2015,13036.96
9/30/2015,13306.96
10/1/2015,13241.89
10/2/2015,13339.74
10/5/2015,13552.2
10/6/2015,13647.26
10/7/2015,13868.35
10/8/2015,13978.66
10/9/2015,13964.36
10/13/2015,13844.73
10/14/2015,13875.33
10/15/2015,13828.97
10/16/2015,13838.1
10/19/2015,13758.38
10/20/2015,13841.92
10/21/2015,13704.19
10/22/2015,13878.11
10/23/2015,13953.66
10/26/2015,13790.9
10/27/2015,13699.6
10/28/2015,13863.16
10/29/2015,13791.88
10/30/2015,13529.17
11/2/2015,13623.01
11/3/2015,13710.31
11/4/2015,13661.82
11/5/2015,13558.78
11/6/2015,13553.3
11/9/2015,13482.62
11/10/2015,13411.63
11/11/2015,13341.93
11/12/2015,13127.18
11/13/2015,13075.42
11/16/2015,13317.52
11/17/2015,13280.39
11/18/2015,13399.97
11/19/2015,13473.83
11/20/2015,13433.49
11/23/2015,13382.38
11/24/2015,13407.83
11/25/2015,13403.42
11/26/2015,13425.19
11/27/2015,13368.24
11/30/2015,13469.83
12/1/2015,13636.06
12/2/2015,13463.82
12/3/2015,13324.67
12/4/2015,13358.77
12/7/2015,13042.83
12/8/2015,12922.47
12/9/2015,12937.59
12/10/2015,13016.59
12/11/2015,12789.95
12/14/2015,12695.49
12/15/2015,12919.57
12/16/2015,13166.08
12/17/2015,13009.93
12/18/2015,13024.3
12/21/2015,13034.38
12/22/2015,13082.86
12/23/2015,13284.91
12/24/2015,13309.8
12/29/2015,13245.75
12/30/2015,13142.29
12/31/2015,13009.95
1/4/2016,12927.15
1/5/2016,12920.14
1/6/2016,12726.8
1/7/2016,12448.21
1/8/2016,12445.45
1/11/2016,12319.25
1/12/2016,12373.9
1/13/2016,12170.41
1/14/2016,12336.03
1/15/2016,12073.46
1/18/2016,11942.17
1/19/2016,12002.24
1/20/2016,11843.11
1/21/2016,12035.86
1/22/2016,12389.58
1/25/2016,12143.16
1/26/2016,12331.32
1/27/2016,12377.77
1/28/2016,12591.93
1/29/2016,12822.13
2/1/2016,12674.37
2/2/2016,12442.26
2/3/2016,12593.02
2/4/2016,12774.5
2/5/2016,12763.99
2/8/2016,12535.4
2/9/2016,12282.65
2/10/2016,12185.72
2/11/2016,12087.37
2/12/2016,12381.24
2/16/2016,12554.98
2/17/2016,12867.16
2/18/2016,12931.36
2/19/2016,12813.4
2/22/2016,12845.63
2/23/2016,12763.44
2/24/2016,12740.27
2/25/2016,12753.6
2/26/2016,12797.79
2/29/2016,12860.35
3/1/2016,12982.1
3/2/2016,13017.93
3/3/2016,13123.65
3/4/2016,13212.5
3/7/2016,13383.6
3/8/2016,13311.05
3/9/2016,13392.9
3/10/2016,13379.14
3/11/2016,13522
3/14/2016,13477.54
3/15/2016,13400.31
3/16/2016,13478.13
3/17/2016,13621.3
3/18/2016,13497.07
3/21/2016,13561.09
3/22/2016,13493.49
3/23/2016,13379.48
3/24/2016,13358.11
3/28/2016,13390.19
3/29/2016,13426.23
3/30/2016,13503.98
3/31/2016,13494.36
4/1/2016,13440.44
4/4/2016,13336.15
4/5/2016,13304.66
4/6/2016,13347.46
4/7/2016,13266.44
4/8/2016,13396.73
4/11/2016,13422.76
4/12/2016,13581.42
4/13/2016,13671.35
4/14/2016,13668.29
4/15/2016,13637.2
4/18/2016,13719.82
4/19/2016,13867.28
4/20/2016,13911.29
4/21/2016,13881.2
4/22/2016,13874
4/25/2016,13795.99
4/26/2016,13809.44
4/27/2016,13887.66
4/28/2016,13886.43
4/29/2016,13951.45
5/2/2016,13865.63
5/3/2016,13707.68
5/4/2016,13632
5/5/2016,13632.01
5/6/2016,13701.47
5/9/2016,13563.84
5/10/2016,13775.19
5/11/2016,13788.21
5/12/2016,13787.8
5/13/2016,13748.58
5/16/2016,13893.49
5/17/2016,13917.1
5/18/2016,13826.01
5/19/2016,13817.32
5/20/2016,13919.58
5/24/2016,13952.85
5/25/2016,14053.74
5/26/2016,14049.2
5/27/2016,14105.23
5/30/2016,14086.67
5/31/2016,14065.78
6/1/2016,14063.54
6/2/2016,14136.99
6/3/2016,14226.78
6/6/2016,14276.16
6/7/2016,14365.61
6/8/2016,14313.1
6/9/2016,14240.02
6/10/2016,14037.54
6/13/2016,13993.88
6/14/2016,13884.23
6/15/2016,13923.45
6/16/2016,13882.41
6/17/2016,13901.77
6/20/2016,14015.14
6/21/2016,14012.32
6/22/2016,14003.81
6/23/2016,14131.38
6/24/2016,13891.88
6/27/2016,13689.79
6/28/2016,13842.69
6/29/2016,14036.74
6/30/2016,14064.54
7/4/2016,14258.87
7/5/2016,14219.57
7/6/2016,14231.06
7/7/2016,14134.46
7/8/2016,14259.84
7/11/2016,14361.88
7/12/2016,14477.67
7/13/2016,14493.8
7/14/2016,14514.52
7/15/2016,14482.42
7/18/2016,14532.4
7/19/2016,14524.61
7/20/2016,14533.57
7/21/2016,14565.83
7/22/2016,14600.66
7/25/2016,14498.1
7/26/2016,14550
7/27/2016,14546.54
7/28/2016,14552.72
7/29/2016,14582.74
8/2/2016,14477.01
8/3/2016,14512.05
8/4/2016,14528.78
8/5/2016,14648.77
8/8/2016,14755.62
8/9/2016,14801.23
8/10/2016,14775.04
8/11/2016,14796.06
8/12/2016,14747.45
8/15/2016,14777.02
8/16/2016,14703.44
8/17/2016,14697.6
8/18/2016,14695.68
8/19/2016,14687.46
8/22/2016,14748.19
8/23/2016,14764.77
8/24/2016,14626.24
8/25/2016,14630.72
8/26/2016,14639.88
8/29/2016,14681.97
8/30/2016,14684.85
8/31/2016,14597.95
9/1/2016,14683.91
9/2/2016,14795.7
9/6/2016,14813.02
9/7/2016,14796.75
9/8/2016,14803.26
9/9/2016,14540
9/12/2016,14597.14
9/13/2016,14349.1
9/14/2016,14366.46
9/15/2016,14503.67
9/16/2016,14450.69
9/19/2016,14496.23
9/20/2016,14521.98
9/21/2016,14710.82
9/22/2016,14797.18
9/23/2016,14697.93
9/26/2016,14619.46
9/27/2016,14558.04
9/28/2016,14731.43
9/29/2016,14754.55
9/30/2016,14725.86
10/3/2016,14689.04
10/4/2016,14521.01
10/5/2016,14610.58
10/6/2016,14595.5
10/7/2016,14566.26
10/11/2016,14549.6
10/12/2016,14618.97
10/13/2016,14643.71
10/14/2016,14584.99
10/17/2016,14596.52
10/18/2016,14752.25
10/19/2016,14840.49
10/20/2016,14847.92
10/21/2016,14939.04
10/24/2016,14923.01
10/25/2016,14870.63
10/26/2016,14807.56
10/27/2016,14833.75
10/28/2016,14785.29
10/31/2016,14787.27
11/1/2016,14778.32
11/2/2016,14594.72
11/3/2016,14583.42
11/4/2016,14509.25
11/7/2016,14652.45
11/8/2016,14656.84
11/9/2016,14759.91
11/10/2016,14744.25
11/11/2016,14555.41
11/14/2016,14598.45
11/15/2016,14756.1
11/16/2016,14733.22
11/17/2016,14826.09
11/18/2016,14864.03
11/21/2016,15039.87
11/22/2016,15100.38
11/23/2016,15080.91
11/24/2016,15075.2
11/25/2016,15075.44
11/28/2016,15015.36
11/29/2016,14999.81
11/30/2016,15082.85
12/1/2016,15027.53
12/2/2016,15052.52
12/5/2016,15095.17
12/6/2016,15125.8
12/7/2016,15237.75
12/8/2016,15295.2
12/9/2016,15312.2
12/12/2016,15287.7
12/13/2016,15385.27
12/14/2016,15197.18
12/15/2016,15218.31
12/16/2016,15252.2
12/19/2016,15269.85
12/20/2016,15292.96
12/21/2016,15305.89
12/22/2016,15335.23
12/23/2016,15328.15
12/28/2016,15361.1
12/29/2016,15422.12
12/30/2016,15287.59
1/3/2017,15403.03
1/4/2017,15516.75
1/5/2017,15586.58
1/6/2017,15496.05
1/9/2017,15388.95
1/10/2017,15426.28
1/11/2017,15491.54
1/12/2017,15418.16
1/13/2017,15497.28
1/16/2017,15479.29
1/17/2017,15441.36
1/18/2017,15397.85
1/19/2017,15409.81
1/20/2017,15547.88
1/23/2017,15480.13
1/24/2017,15610.69
1/25/2017,15643.84
1/26/2017,15615.52
1/27/2017,15575.81
1/30/2017,15405.12
1/31/2017,15385.96
2/1/2017,15402.39
2/2/2017,15399.11
2/3/2017,15476.39
2/6/2017,15456.94
2/7/2017,15498.8
2/8/2017,15554.04
2/9/2017,15617.3
2/10/2017,15729.12
2/13/2017,15756.58
2/14/2017,15786.03
2/15/2017,15844.95
2/16/2017,15864.17
2/17/2017,15838.63
2/21/2017,15922.37
2/22/2017,15830.22
2/23/2017,15781.2
2/24/2017,15533.47
2/27/2017,15463.51
2/28/2017,15399.24
3/1/2017,15599.68
3/2/2017,15536.65
3/3/2017,15608.5
3/6/2017,15629.75
3/7/2017,15608.78
3/8/2017,15496.98
3/9/2017,15496.84
3/10/2017,15506.68
3/13/2017,15544.82
3/14/2017,15379.61
3/15/2017,15520.91
3/16/2017,15562.41
3/17/2017,15490.49
3/20/2017,15442.32
3/21/2017,15313.13
3/22/2017,15348.46
3/23/2017,15433.61
3/24/2017,15442.67
3/27/2017,15506.22
3/28/2017,15598.57
3/29/2017,15657.63
3/30/2017,15578.76
3/31/2017,15547.75
4/3/2017,15584.4
4/4/2017,15669.07
4/5/2017,15642.99
4/6/2017,15697.18
4/7/2017,15667.13
4/10/2017,15730.79
4/11/2017,15727.11
4/12/2017,15648.4
4/13/2017,15535.48
4/17/2017,15684.89
4/18/2017,15622.57
4/19/2017,15552.88
4/20/2017,15625.56
4/21/2017,15614.48
4/24/2017,15712.46
4/25/2017,15745.19
4/26/2017,15649.54
4/27/2017,15506.47
4/28/2017,15586.13
5/1/2017,15575.63
5/2/2017,15619.65
5/3/2017,15543.14
5/4/2017,15396.7
5/5/2017,15582.04
5/8/2017,15652.08
5/9/2017,15569.2
5/10/2017,15633.21
5/11/2017,15550.55
5/12/2017,15537.88
5/15/2017,15629.47
5/16/2017,15543.33
5/17/2017,15273.68
5/18/2017,15277.2
5/19/2017,15458.46
5/23/2017,15476.94
5/24/2017,15419.49
5/25/2017,15410.73
5/26/2017,15416.93
5/29/2017,15421.91
5/30/2017,15372.35
5/31/2017,15349.91
6/1/2017,15469.91
6/2/2017,15442.75
6/5/2017,15409.78
6/6/2017,15464.56
6/7/2017,15372.14
6/8/2017,15423.09
6/9/2017,15473.21
6/12/2017,15383.8
6/13/2017,15379.75
6/14/2017,15170.13
6/15/2017,15160.42
6/16/2017,15192.54
6/19/2017,15266.04
6/20/2017,15149.6
6/21/2017,15148.53
6/22/2017,15219.9
6/23/2017,15319.56
6/26/2017,15316.02
6/27/2017,15281.22
6/28/2017,15355.58
6/29/2017,15213.42
6/30/2017,15182.19
7/4/2017,15130.61
7/5/2017,15153.12
7/6/2017,15078
7/7/2017,15027.16
7/10/2017,15105.28
7/11/2017,15149.14
7/12/2017,15143.99
7/13/2017,15135
7/14/2017,15174.81
7/17/2017,15165.36
7/18/2017,15149.57
7/19/2017,15244.71
7/20/2017,15264.64
7/21/2017,15183.13
7/24/2017,15128.69
7/25/2017,15202.37
7/26/2017,15171.39
7/27/2017,15191.36
7/28/2017,15128.65
7/31/2017,15143.87
8/1/2017,15202.1
8/2/2017,15265.63
8/3/2017,15191.96
8/4/2017,15257.97
8/8/2017,15256.35
8/9/2017,15217.33
8/10/2017,15074.25
8/11/2017,15033.38
8/14/2017,15119.91
8/15/2017,15097.84
8/16/2017,15082.21
8/17/2017,15033.64
8/18/2017,14952.33
8/21/2017,14951.88
8/22/2017,14984.96
8/23/2017,15063.16
8/24/2017,15076.16
8/25/2017,15055.99
8/28/2017,15052.03
8/29/2017,15082.7
8/30/2017,15133.13
8/31/2017,15211.87
9/1/2017,15191.6
9/5/2017,15090.15
9/6/2017,15059.83
9/7/2017,15024.53
9/8/2017,14985.32
9/11/2017,15040.3
9/12/2017,15143.41
9/13/2017,15126.81
9/14/2017,15172.72
9/15/2017,15173.03
9/18/2017,15236.67
9/19/2017,15292.97
9/20/2017,15389.6
9/21/2017,15454.92
9/22/2017,15454.23
9/25/2017,15516.23
9/26/2017,15474.12
9/27/2017,15609.66
9/28/2017,15618.25
9/29/2017,15634.94
10/2/2017,15705
10/3/2017,15728.51
10/4/2017,15721
10/5/2017,15776.3
10/6/2017,15728.32
10/10/2017,15770.36
10/11/2017,15800.4
10/12/2017,15742.2
10/13/2017,15807.17
10/16/2017,15802.7
10/17/2017,15816.9
10/18/2017,15782.16
10/19/2017,15818
10/20/2017,15857.22
10/23/2017,15855.76
10/24/2017,15905.14
10/25/2017,15854.77
10/26/2017,15891.63
10/27/2017,15953.51
10/30/2017,16002.78
10/31/2017,16025.59
11/1/2017,16029.33
11/2/2017,16014.99
11/3/2017,16020.16
11/6/2017,16092.2
11/7/2017,16131.79
11/8/2017,16105.35
11/9/2017,16082.09
11/10/2017,16039.26
11/13/2017,16026.26
11/14/2017,15913.13
11/15/2017,15878.48
11/16/2017,15935.37
11/17/2017,15998.57
11/20/2017,16004.4
11/21/2017,16076.65
11/22/2017,16073.58
11/23/2017,16074.3
11/24/2017,16108.09
11/27/2017,16042.12
11/28/2017,16029.64
11/29/2017,15967.72
11/30/2017,16067.48
12/1/2017,16038.97
12/4/2017,15969.03
12/5/2017,15915.68
12/6/2017,15908.78
12/7/2017,16015.68
12/8/2017,16096.07
12/11/2017,16103.51
12/12/2017,16114.03
12/13/2017,16136.59
12/14/2017,16016.46
12/15/2017,16041.98
12/18/2017,16131.64
12/19/2017,16133.35
12/20/2017,16159.67
12/21/2017,16182.63
12/22/2017,16165.27
12/27/2017,16203.13
12/28/2017,16221.95
12/29/2017,16209.13
1/2/2018,16309.99
1/3/2018,16371.55
1/4/2018,16412.94
1/5/2018,16349.44
1/8/2018,16317.65
1/9/2018,16319.24
1/10/2018,16247.95
1/11/2018,16286.94
1/12/2018,16308.18
1/15/2018,16371.81
1/16/2018,16298.88
1/17/2018,16326.7
1/18/2018,16284.47
1/19/2018,16353.46
1/22/2018,16347.98
1/23/2018,16357.55
1/24/2018,16284.21
1/25/2018,16204.01
1/26/2018,16239.22
1/29/2018,16094.72
1/30/2018,15955.51
1/31/2018,15951.67
2/1/2018,15860.92
2/2/2018,15606.03
2/5/2018,15334.81
2/6/2018,15363.93
2/7/2018,15330.58
2/8/2018,15065.61
2/9/2018,15034.53
2/12/2018,15241.88
2/13/2018,15216.47
2/14/2018,15328.27
2/15/2018,15407.66
2/16/2018,15452.64
2/20/2018,15439.44
2/21/2018,15524.01
2/22/2018,15508.17
2/23/2018,15638.45
2/26/2018,15714.66
2/27/2018,15671.15
2/28/2018,15442.68
3/1/2018,15393.95
3/2/2018,15384.59
3/5/2018,15541.28
3/6/2018,15545.19
3/7/2018,15472.61
3/8/2018,15538.7
3/9/2018,15577.81
3/12/2018,15604.79
3/13/2018,15647.14
3/14/2018,15653.61
3/15/2018,15670.62
3/16/2018,15711.33
3/19/2018,15589.39
3/20/2018,15616.36
3/21/2018,15675.28
3/22/2018,15399.93
3/23/2018,15223.74
3/26/2018,15298.56
3/27/2018,15216.18
3/28/2018,15169.94
3/29/2018,15367.29
4/2/2018,15213.45
4/3/2018,15180.76
4/4/2018,15164.37
4/5/2018,15356.05
4/6/2018,15207.41
4/9/2018,15227.7
4/10/2018,15262.14
4/11/2018,15257.9
4/12/2018,15269.27
4/13/2018,15273.97
4/16/2018,15300.38
4/17/2018,15353.3
4/18/2018,15529.97
4/19/2018,15454.42
4/20/2018,15484.32
4/23/2018,15552.06
4/24/2018,15477
4/25/2018,15509.75
4/26/2018,15637.59
4/27/2018,15668.93
4/30/2018,15607.88
5/1/2018,15618.93
5/2/2018,15627.93
5/3/2018,15621.47
5/4/2018,15729.4
5/7/2018,15808.63
5/8/2018,15842.71
5/9/2018,15910.81
5/10/2018,15959.5
5/11/2018,15983.32
5/14/2018,16085.61
5/15/2018,16097.81
5/16/2018,16108.06
5/17/2018,16143.55
5/18/2018,16162.31
5/22/2018,16144.79
5/23/2018,16133.8
5/24/2018,16113.62
5/25/2018,16075.67
5/28/2018,16016.14
5/29/2018,15922.61
5/30/2018,16048.66
5/31/2018,16061.5
6/1/2018,16043.54
6/4/2018,16052.24
6/5/2018,16122.25
6/6/2018,16183.93
6/7/2018,16192.78
6/8/2018,16202.69
6/11/2018,16263.29
6/12/2018,16288.98
6/13/2018,16265.82
6/14/2018,16328.96
6/15/2018,16314.42
6/18/2018,16383.63
6/19/2018,16316.53
6/20/2018,16420.95
6/21/2018,16335.15
6/22/2018,16450.14
6/25/2018,16183.96
6/26/2018,16280.09
6/27/2018,16231.25
6/28/2018,16179.89
6/29/2018,16277.73
7/3/2018,16263.16
7/4/2018,16304.72
7/5/2018,16266.61
7/6/2018,16371.78
7/9/2018,16452.34
7/10/2018,16548.72
7/11/2018,16417.32
7/12/2018,16567.42
7/13/2018,16561.12
7/16/2018,16494.73
7/17/2018,16519.24
7/18/2018,16477.4
7/19/2018,16543.01
7/20/2018,16435.46
7/23/2018,16420.84
7/24/2018,16390.13
7/25/2018,16420.76
7/26/2018,16455.73
7/27/2018,16393.95
7/30/2018,16345.47
7/31/2018,16434.01
8/1/2018,16376.77
8/2/2018,16409.16
8/3/2018,16420.24
8/7/2018,16286.3
8/8/2018,16315.08
8/9/2018,16416.98
8/10/2018,16326.51
8/13/2018,16250.75
8/14/2018,16330.67
8/15/2018,16148.5
8/16/2018,16225.65
8/17/2018,16323.71
8/20/2018,16331.03
8/21/2018,16296.97
8/22/2018,16347.34
8/23/2018,16326.79
8/24/2018,16356.05
8/27/2018,16444.39
8/28/2018,16355.54
8/29/2018,16390.29
8/30/2018,16371.55
8/31/2018,16262.88
9/4/2018,16161.3
9/5/2018,16137.57
9/6/2018,16100.94
9/7/2018,16090.27
9/10/2018,16057.09
9/11/2018,16094.25
9/12/2018,16049.02
9/13/2018,16001.71
9/14/2018,16013.49
9/17/2018,16082.31
9/18/2018,16196.04
9/19/2018,16149.92
9/20/2018,16214.75
9/21/2018,16224.13
9/24/2018,16207.32
9/25/2018,16159.5
9/26/2018,16169.28
9/27/2018,16204.62
9/28/2018,16073.14
10/1/2018,16104.43
10/2/2018,16017.23
10/3/2018,16072.05
10/4/2018,16006.67
10/5/2018,15946.17
10/9/2018,15854.05
10/10/2018,15517.4
10/11/2018,15317.13
10/12/2018,15414.29
10/15/2018,15409.47
10/16/2018,15579.74
10/17/2018,15529.9
10/18/2018,15404.13
10/19/2018,15470.1
10/22/2018,15412.7
10/23/2018,15285.17
10/24/2018,14909.13
10/25/2018,14924.08
10/26/2018,14888.26
10/29/2018,14721.75
10/30/2018,14894.5
10/31/2018,15027.28
11/1/2018,15150.15
11/2/2018,15119.28
11/5/2018,15217.7
11/6/2018,15292.71
11/7/2018,15369.43
11/8/2018,15357.47
11/9/2018,15274.44
11/12/2018,15156.4
11/13/2018,15131.78
11/14/2018,15133.12
11/15/2018,15144.88
11/16/2018,15155.5
11/19/2018,15071.01
11/20/2018,14877
11/21/2018,15095.02
11/22/2018,15091.58
11/23/2018,15010.73
11/26/2018,15012.65
11/27/2018,14944.09
11/28/2018,15171.25
11/29/2018,15194.04
11/30/2018,15197.82
12/3/2018,15274.98
12/4/2018,15063.59
12/5/2018,15182.64
12/6/2018,14937
12/7/2018,14795.13
12/10/2018,14728.28
12/11/2018,14667.83
12/12/2018,14783.06
12/13/2018,14750.35
12/14/2018,14595.07
12/17/2018,14362.65
12/18/2018,14416.89
12/19/2018,14264.06
12/20/2018,14141.77
12/21/2018,13935.44
12/24/2018,13780.19
12/27/2018,14165.21
12/28/2018,14222
12/31/2018,14322.86
1/2/2019,14347.16
1/3/2019,14212.75
1/4/2019,14426.62
1/7/2019,14504.13
1/8/2019,14605.15
1/9/2019,14804.73
1/10/2019,14903.49
1/11/2019,14939.18
1/14/2019,14975.53
1/15/2019,15046.28
1/16/2019,15111.26
1/17/2019,15211.22
1/18/2019,15303.83
1/21/2019,15354.16
1/22/2019,15233.76
1/23/2019,15208.33
1/24/2019,15280.78
1/25/2019,15366.05
1/28/2019,15378.62
1/29/2019,15463.14
1/30/2019,15484.55
1/31/2019,15540.6
2/1/2019,15506.31
2/4/2019,15602.32
2/5/2019,15702.69
2/6/2019,15712.31
2/7/2019,15703.36
2/8/2019,15633.33
2/11/2019,15568.85
2/12/2019,15642.1
2/13/2019,15626.73
2/14/2019,15695.98
2/15/2019,15838.24
2/19/2019,15937.44
2/20/2019,16031.24
2/21/2019,16000.86
2/22/2019,16013.01
2/25/2019,16057.03
2/26/2019,16067.91
2/27/2019,16074.3
2/28/2019,15999.01
3/1/2019,16068.25
3/4/2019,16038.13
3/5/2019,16086.54
3/6/2019,16092.07
3/7/2019,16056.51
3/8/2019,15996.21
3/11/2019,16106.24
3/12/2019,16136.66
3/13/2019,16149.97
3/14/2019,16087.55
3/15/2019,16140.35
3/18/2019,16251.37
3/19/2019,16188.1
3/20/2019,16167.56
3/21/2019,16244.59
3/22/2019,16089.33
3/25/2019,16065.86
3/26/2019,16155.16
3/27/2019,16132.53
3/28/2019,16155.49
3/29/2019,16102.09
4/1/2019,16228.06
4/2/2019,16263.87
4/3/2019,16279.86
4/4/2019,16311.61
4/5/2019,16396.15
4/8/2019,16407.29
4/9/2019,16336.45
4/10/2019,16396.29
4/11/2019,16399.47
4/12/2019,16480.53
4/15/2019,16515.46
4/16/2019,16502.2
4/17/2019,16544.24
4/18/2019,16612.81
